التاريخ,الزمن,المحافظة,المدينة,نوع المدينة,الطريق,مستوى الزحام (%),وقت التأخير (دقائق لـ10 كم),السرعة المتوسطة (كم/س),ساعة ذروة,حالة الطريق
2024-11-17,16:11,Giza,Dokki,حضرية,Pyramids Road,68,30.8,25.9,نعم,مبلل
2022-12-14,07:13,Cairo,Zeitoun,حضرية,Nasr Road,57,29.2,19.6,نعم,جاف
2024-09-04,08:31,Alexandria,Smouha,حضرية,Miami Beach Road,71,26.5,19.5,نعم,مبلل
2024-06-04,18:52,Alexandria,Miami,حضرية,Kafr Abdou St.,44,38.1,22.5,نعم,تحت الصيانة
2023-11-25,12:03,Giza,Haram,حضرية,El-Lebbini St.,80,15.6,21.3,نعم,مبلل
2024-10-07,08:19,Port Said,Manakh,صناعية,Canal Coastal Road,30,24.9,27.9,نعم,جاف
2024-09-30,19:25,Giza,6th October City,حضرية,El-Lebbini St.,30,34.0,15.2,نعم,جاف
2025-05-14,17:26,Giza,Faisal,حضرية,Alexandria Desert Road,21,34.8,22.8,نعم,جاف
2022-06-11,08:21,Cairo,Shubra,حضرية,15th of May Bridge,63,28.5,22.1,نعم,جاف
2024-08-02,12:12,Giza,Agouza,حضرية,Giza Square,77,15.5,16.8,نعم,مبلل
2023-10-29,04:49,Giza,6th October City,حضرية,Saqqara Road,56,19.9,23.8,لا,مبلل
2025-02-02,06:29,Giza,Sheikh Zayed City,حضرية,Saqqara Road,54,15.8,15.2,لا,جاف
2023-05-17,08:43,Giza,Haram,حضرية,Alexandria Desert Road,26,26.7,15.5,نعم,جاف
2022-05-30,23:08,Cairo,Maadi,حضرية,Al Mehwar Al Markazy,25,19.1,16.8,لا,جاف
2025-05-24,11:06,Giza,Faisal,حضرية,Pyramids Road,30,19.2,27.6,لا,جاف
2025-07-08,01:57,Alexandria,Miami,حضرية,Abu Qir Road,72,16.3,29.1,لا,جاف
2022-10-09,12:54,Cairo,Maadi,حضرية,Nasr Road,62,17.6,26.7,نعم,تحت الصيانة
2022-08-02,18:34,Giza,Dokki,حضرية,Ring Road (Giza Section),55,39.9,19.9,نعم,جاف
2024-11-10,09:49,Qalyubia,Khanka,ريفية,Shubra-Banha Road,31,15.1,35.3,نعم,جاف
2025-08-06,11:14,Cairo,Gesr El Suez,صناعية,Al Mehwar Al Markazy,11,15.5,34.8,لا,جاف
2024-03-27,22:28,Giza,Imbaba,حضرية,Ring Road (Giza Section),73,22.92,17.2,لا,جاف
2024-02-26,17:56,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,27,32.1,29.1,نعم,مبلل
2022-01-28,16:27,Cairo,Shubra,حضرية,Autostrad Road,75,36.8,21.5,نعم,جاف
2022-10-16,04:18,Giza,Imbaba,حضرية,26th of July Corridor,42,18.7,17.8,لا,جاف
2022-08-24,16:36,Giza,Faisal,حضرية,El Mansoureya Road,39,32.8,17.4,نعم,جاف
2023-04-02,18:17,Beheira,Edku,ريفية,Edku Coastal Road,30,23.52,33.5,نعم,جاف
2023-06-15,07:52,Cairo,Zamalek,حضرية,Al Azhar St.,73,27.7,22.0,نعم,جاف
2025-06-04,02:46,Cairo,Nasr City,حضرية,Nasr Road,42,17.1,28.4,لا,جاف
2024-12-17,01:58,Giza,Agouza,حضرية,El Bahr El Aazam St.,29,15.3,23.2,لا,جاف
2025-01-19,18:55,Giza,Sheikh Zayed City,حضرية,Saqqara Road,39,34.8,17.3,نعم,جاف
2022-01-02,00:16,Giza,Haram,حضرية,El Bahr El Aazam St.,36,17.2,17.4,لا,جاف
2023-09-09,08:50,Cairo,Maadi,حضرية,Ring Road,19,26.5,28.7,نعم,جاف
2022-03-30,03:05,Qalyubia,Khanka,ريفية,Obour Access Road,13,14.5,38.7,لا,جاف
2022-04-12,12:54,Cairo,Nasr City,حضرية,Salah Salem St.,63,21.84,25.2,نعم,جاف
2022-02-11,09:26,Giza,Dokki,حضرية,Faisal Road,76,28.7,24.1,نعم,جاف
2024-03-12,05:38,Giza,Faisal,حضرية,Pyramids Road,58,18.24,25.8,لا,مبلل
2023-10-05,17:40,Giza,Dokki,حضرية,26th of July Corridor,66,31.4,28.1,نعم,مبلل
2025-08-24,18:29,Giza,6th October City,حضرية,Saqqara Road,68,29.2,20.4,نعم,جاف
2022-04-23,19:11,Qalyubia,Shibin El Qanater,ريفية,Banha Bypass,29,23.16,42.7,نعم,جاف
2024-11-24,08:54,Giza,Haram,حضرية,El Bahr El Aazam St.,46,28.6,26.0,نعم,مبلل
2025-05-26,01:24,Alexandria,Glim,حضرية,El-Horreya Ave,39,16.3,25.6,لا,جاف
2024-05-26,16:45,Giza,Dokki,حضرية,Pyramids Road,22,36.5,19.3,نعم,جاف
2023-04-05,07:23,Alexandria,Roushdy,حضرية,El-Horreya Ave,69,27.479999999999997,29.4,نعم,جاف
2025-02-09,00:16,Giza,Haram,حضرية,El-Lebbini St.,75,15.1,22.3,لا,جاف
2023-01-04,15:22,Giza,Sheikh Zayed City,حضرية,26th of July Corridor,63,37.9,22.7,نعم,جاف
2024-11-15,15:27,Giza,Haram,حضرية,Giza Square,68,28.3,29.3,نعم,جاف
2025-03-31,07:05,Alexandria,Miami,حضرية,Gamal Abdel Nasser St.,80,29.279999999999998,20.5,نعم,جاف
2024-07-11,15:58,Cairo,Maadi,حضرية,Al Azhar St.,17,35.3,20.0,نعم,جاف
2022-10-16,12:27,Alexandria,Montazah,حضرية,Stanley Bridge,75,17.4,19.4,نعم,جاف
2024-12-28,03:50,Cairo,Maadi,حضرية,6th October Bridge,16,16.6,17.6,لا,جاف
2023-12-18,22:50,Giza,Faisal,حضرية,El-Lebbini St.,23,19.1,26.0,لا,جاف
2023-11-24,12:04,Alexandria,Smouha,حضرية,El-Horreya Ave,80,16.3,16.3,نعم,جاف
2023-02-12,20:34,Cairo,Nasr City,حضرية,Autostrad Road,68,16.1,23.8,لا,مبلل
2024-11-06,18:21,Giza,Agouza,حضرية,Giza Square,52,36.1,20.8,نعم,جاف
2024-08-03,07:29,Cairo,Shubra,حضرية,Al Fangari Bridge,37,28.1,23.3,نعم,تحت الصيانة
2024-08-04,20:45,Giza,Imbaba,حضرية,Saqqara Road,50,15.9,28.7,لا,مبلل
2022-02-08,01:01,Cairo,Shubra,حضرية,15th of May Bridge,25,19.3,17.1,لا,جاف
2024-12-13,18:45,Alexandria,Smouha,حضرية,Sidi Gaber Road,69,37.5,16.4,نعم,جاف
2022-11-14,21:11,Alexandria,Smouha,حضرية,Kafr Abdou St.,72,18.2,22.8,لا,جاف
2023-07-04,17:44,Alexandria,Roushdy,حضرية,Sidi Gaber Road,49,35.3,17.6,نعم,جاف
2024-07-20,23:33,Giza,Imbaba,حضرية,Pyramids Road,46,15.5,15.1,لا,تحت الصيانة
2022-10-01,15:20,Giza,Agouza,حضرية,Alexandria Desert Road,22,35.5,15.2,نعم,جاف
2024-08-30,07:54,Alexandria,Smouha,حضرية,Miami Beach Road,66,24.1,19.8,نعم,جاف
2025-08-06,06:40,Giza,Faisal,حضرية,Saqqara Road,67,15.9,17.2,لا,جاف
2025-02-02,14:54,Giza,Haram,حضرية,Alexandria Desert Road,28,18.9,23.1,لا,مبلل
2023-05-16,23:15,Cairo,Maadi,حضرية,Suez Road,15,19.7,23.3,لا,جاف
2024-01-01,08:01,Giza,Haram,حضرية,El-Lebbini St.,60,23.5,23.4,نعم,جاف
2022-12-15,06:17,Alexandria,Montazah,حضرية,Abu Qir Road,80,18.9,19.5,لا,مبلل
2025-06-12,19:40,Giza,Faisal,حضرية,Faisal Road,42,38.9,20.8,نعم,مبلل
2024-03-08,12:05,Alexandria,Roushdy,حضرية,Kafr Abdou St.,72,17.0,18.4,نعم,جاف
2022-03-15,09:50,Giza,Sheikh Zayed City,حضرية,El Bahr El Aazam St.,45,27.3,25.0,نعم,جاف
2025-09-02,07:07,Alexandria,Sidi Gaber,حضرية,Stanley Bridge,59,24.5,15.3,نعم,تحت الصيانة
2022-02-08,17:19,Assiut,Dayrout,ريفية,Assiut Western Bridge,40,21.7,39.3,نعم,جاف
2024-02-04,18:04,Giza,Dokki,حضرية,El Mansoureya Road,38,35.0,16.7,نعم,جاف
2025-02-21,12:56,Giza,Faisal,حضرية,Ring Road (Giza Section),75,15.3,16.9,نعم,جاف
2023-04-27,07:07,Cairo,Maadi,حضرية,15th of May Bridge,58,24.2,22.1,نعم,جاف
2023-11-02,20:20,Ismailia,Arbaeen,حضرية,Ismailia-Cairo Road,39,18.8,22.5,لا,جاف
2022-08-07,20:07,Cairo,Shubra,حضرية,Salah Salem St.,17,17.4,20.0,لا,مبلل
2024-10-08,12:41,Cairo,Downtown,حضرية,Ring Road,62,18.4,24.2,نعم,مبلل
2022-05-28,07:15,Cairo,Zamalek,حضرية,Al Fangari Bridge,72,29.7,21.8,نعم,جاف
2023-03-26,12:17,Giza,Agouza,حضرية,El Mansoureya Road,57,19.2,26.9,نعم,جاف
2024-07-30,08:50,Giza,Dokki,حضرية,El-Lebbini St.,54,29.3,19.5,نعم,مبلل
2024-12-05,08:11,Cairo,Maadi,حضرية,15th of May Bridge,65,29.1,16.2,نعم,جاف
2025-07-17,14:15,Cairo,Downtown,حضرية,Al Fangari Bridge,68,16.8,17.4,لا,تحت الصيانة
2025-04-21,02:51,Alexandria,Smouha,حضرية,El-Horreya Ave,43,18.2,23.6,لا,جاف
2025-03-20,21:17,Cairo,Maadi,حضرية,Corniche El Nil,59,18.84,22.5,لا,جاف
2022-01-03,08:41,Giza,6th October City,حضرية,Saqqara Road,34,25.0,24.1,نعم,جاف
2022-01-16,19:57,Cairo,Shubra,حضرية,Autostrad Road,48,38.0,20.4,نعم,جاف
2022-06-01,19:05,Alexandria,San Stefano,حضرية,Abu Qir Road,24,30.8,19.3,نعم,جاف
2022-04-22,07:16,Cairo,Shubra,حضرية,Salah Salem St.,80,31.679999999999996,24.1,نعم,تحت الصيانة
2024-12-13,17:35,Cairo,Gesr El Suez,صناعية,Al Fangari Bridge,55,28.1,24.5,نعم,جاف
2023-04-28,06:47,Cairo,Shubra,حضرية,Al Azhar St.,62,15.7,15.8,لا,جاف
2022-01-18,16:08,Cairo,Maadi,حضرية,Corniche El Nil,34,35.2,20.6,نعم,جاف
2023-05-25,19:49,Giza,Sheikh Zayed City,حضرية,Faisal Road,75,36.4,18.4,نعم,مبلل
2022-06-19,22:15,Giza,Faisal,حضرية,Giza Square,38,15.2,15.9,لا,مبلل
2022-08-23,16:40,Alexandria,Sidi Gaber,حضرية,El-Horreya Ave,63,39.6,16.3,نعم,جاف
2024-07-15,12:31,Cairo,Shubra,حضرية,Ramses St.,47,17.6,27.1,نعم,جاف
2023-05-04,16:27,Alexandria,Roushdy,حضرية,Corniche Road,56,35.0,15.6,نعم,جاف
2024-02-13,18:46,Alexandria,Sidi Gaber,حضرية,Sidi Gaber Road,49,29.7,26.4,نعم,جاف
2024-09-04,16:53,Cairo,Shubra,حضرية,Autostrad Road,63,34.6,24.4,نعم,جاف
2022-09-03,02:18,Alexandria,Sidi Gaber,حضرية,Gamal Abdel Nasser St.,44,16.8,21.3,لا,جاف
2023-05-27,12:57,Cairo,Maadi,حضرية,6th October Bridge,51,15.2,20.7,نعم,جاف
2023-07-20,17:25,Cairo,Zamalek,حضرية,Al Fangari Bridge,44,30.8,20.7,نعم,جاف
2023-04-29,02:03,Cairo,Gesr El Suez,صناعية,Ramses St.,11,17.7,31.9,لا,مبلل
2024-08-14,00:25,Cairo,Heliopolis,حضرية,Al Mehwar Al Markazy,30,18.1,27.6,لا,مبلل
2025-03-24,17:29,Giza,Haram,حضرية,Saqqara Road,73,41.76,20.4,نعم,جاف
2023-05-29,18:17,Cairo,Shubra,حضرية,Al Mehwar Al Markazy,45,33.3,17.4,نعم,جاف
2025-08-31,23:28,Cairo,Zeitoun,حضرية,Al Azhar St.,59,19.1,25.3,لا,جاف
2023-01-18,22:21,Giza,Dokki,حضرية,Pyramids Road,17,17.3,29.8,لا,جاف
2025-01-20,01:38,Giza,Imbaba,حضرية,Faisal Road,67,17.6,25.4,لا,جاف
2022-02-10,04:59,Alexandria,Roushdy,حضرية,Desert Road,52,16.8,17.8,لا,جاف
2022-01-04,18:02,Alexandria,Glim,حضرية,El-Montazah Bridge,72,35.5,15.4,نعم,تحت الصيانة
2025-01-28,15:30,Port Said,Manakh,صناعية,Port Said-Suez Road,49,24.7,22.8,نعم,جاف
2023-06-01,07:56,Qalyubia,Qalyub,صناعية,Cairo-Ismailia Road,39,24.9,23.1,نعم,جاف
2024-09-19,07:08,Giza,6th October City,حضرية,26th of July Corridor,48,29.2,26.9,نعم,جاف
2022-05-28,15:18,Cairo,Zamalek,حضرية,Salah Salem St.,39,36.4,23.2,نعم,جاف
2024-07-06,08:37,Giza,Agouza,حضرية,26th of July Corridor,31,23.4,21.7,نعم,مبلل
2024-10-10,16:51,Cairo,Nasr City,حضرية,Nasr Road,16,28.3,21.9,نعم,جاف
2025-01-28,02:29,Giza,Agouza,حضرية,El Mansoureya Road,29,18.7,25.9,لا,جاف
2024-02-06,03:36,Alexandria,Stanley,حضرية,Desert Road,28,17.4,25.2,لا,مبلل
2023-01-19,08:11,Cairo,Zamalek,حضرية,Al Mehwar Al Markazy,59,26.8,28.5,نعم,تحت الصيانة
2025-01-10,12:03,Giza,Faisal,حضرية,Pyramids Road,71,18.6,23.7,نعم,مبلل
2025-02-21,10:35,Alexandria,Miami,حضرية,Abu Qir Road,56,18.2,22.1,لا,جاف
2022-03-12,07:06,Giza,Sheikh Zayed City,حضرية,Ring Road (Giza Section),66,22.5,17.1,نعم,جاف
2025-02-26,17:49,Cairo,Zamalek,حضرية,Ring Road,30,38.3,26.4,نعم,جاف
2022-01-02,17:11,Beheira,Kafr El Dawar,صناعية,Nubaria Canal Road,46,29.4,33.7,نعم,جاف
2024-09-22,00:25,Alexandria,Roushdy,حضرية,Miami Beach Road,40,17.7,22.2,لا,جاف
2023-10-04,15:24,Cairo,Zamalek,حضرية,Ring Road,28,38.4,24.5,نعم,جاف
2025-05-25,18:57,Alexandria,Stanley,حضرية,Sidi Gaber Road,19,38.5,23.0,نعم,مبلل
2022-07-29,15:33,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,77,34.8,21.9,نعم,جاف
2022-04-12,07:54,Alexandria,San Stefano,حضرية,Corniche Road,74,27.96,29.0,نعم,مبلل
2024-02-28,07:59,Alexandria,Glim,حضرية,Kafr Abdou St.,48,22.4,19.4,نعم,جاف
2022-12-19,16:05,Cairo,Zamalek,حضرية,Ramses St.,59,33.0,25.7,نعم,جاف
2022-07-10,09:02,Qalyubia,Toukh,ريفية,Qalyub Main St.,13,16.3,27.9,نعم,مبلل
2022-01-13,17:47,Cairo,Nasr City,حضرية,6th October Bridge,46,34.7,23.3,نعم,جاف
2023-03-28,17:24,Cairo,Heliopolis,حضرية,Autostrad Road,80,42.84,26.6,نعم,جاف
2023-11-18,17:59,Alexandria,San Stefano,حضرية,Kafr Abdou St.,22,38.0,19.5,نعم,مبلل
2022-03-15,13:35,Giza,Faisal,حضرية,El Mansoureya Road,33,17.1,15.6,لا,جاف
2022-08-10,16:24,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,45,39.6,15.2,نعم,جاف
2025-08-15,12:30,Cairo,Nasr City,حضرية,Corniche El Nil,76,15.5,18.4,نعم,جاف
2022-12-28,06:18,Sohag,Girga,ريفية,Sohag Eastern Road,25,14.8,30.7,لا,مبلل
2022-09-25,02:49,Cairo,Zamalek,حضرية,Salah Salem St.,68,16.7,19.3,لا,جاف
2025-02-06,16:13,Giza,Sheikh Zayed City,حضرية,Alexandria Desert Road,26,29.1,21.6,نعم,جاف
2022-05-09,04:12,Cairo,Gesr El Suez,صناعية,Suez Road,11,17.4,26.0,لا,جاف
2022-07-28,19:52,Luxor,Qurna,سياحية,Qurna Touristic St.,41,23.5,20.6,نعم,مبلل
2022-10-02,11:41,Cairo,Heliopolis,حضرية,Ramses St.,34,18.9,18.1,لا,مبلل
2023-06-22,01:41,Giza,Haram,حضرية,Faisal Road,64,16.5,18.7,لا,جاف
2025-06-15,14:44,Alexandria,Smouha,حضرية,Abu Qir Road,54,18.3,16.1,لا,تحت الصيانة
2023-07-17,18:26,Cairo,Shubra,حضرية,Autostrad Road,22,34.1,24.9,نعم,مبلل
2022-04-22,18:45,Alexandria,Glim,حضرية,Desert Road,77,38.879999999999995,21.8,نعم,جاف
2023-03-15,19:33,Port Said,Sharq,حضرية,Port Said-Suez Road,15,36.1,29.1,نعم,مبلل
2025-01-28,10:10,Alexandria,Sidi Gaber,حضرية,Abu Qir Road,72,19.8,22.2,لا,جاف
2024-09-22,06:54,Alexandria,Miami,حضرية,Sidi Gaber Road,48,19.1,19.5,لا,جاف
2024-08-23,20:07,Cairo,Maadi,حضرية,Suez Road,56,19.2,25.0,لا,جاف
2023-07-02,14:33,Cairo,Zamalek,حضرية,Al Fangari Bridge,35,16.0,22.5,لا,مبلل
2023-05-28,15:39,Cairo,Maadi,حضرية,Ring Road,43,39.9,24.1,نعم,مبلل
2025-05-04,03:31,Giza,Haram,حضرية,Giza Square,28,18.5,25.0,لا,جاف
2023-05-11,15:23,Cairo,Downtown,حضرية,Corniche El Nil,22,39.4,26.5,نعم,جاف
2023-05-27,02:20,Alexandria,Stanley,حضرية,Sidi Gaber Road,57,19.6,23.2,لا,جاف
2022-11-09,03:54,Qalyubia,Banha,حضرية,Agricultural Road,43,18.5,15.8,لا,مبلل
2023-01-21,07:51,Cairo,Gesr El Suez,صناعية,Ramses St.,58,24.2,24.1,نعم,جاف
2022-02-17,08:21,Giza,Agouza,حضرية,El Bahr El Aazam St.,55,25.9,29.3,نعم,جاف
2025-05-21,16:10,Cairo,Zeitoun,حضرية,Autostrad Road,79,30.9,22.5,نعم,جاف
2025-04-06,06:11,Cairo,Gesr El Suez,صناعية,Suez Road,25,15.8,34.9,لا,جاف
2022-03-30,17:16,Cairo,Maadi,حضرية,Al Fangari Bridge,33,32.4,24.1,نعم,جاف
2024-11-08,12:17,Alexandria,Stanley,حضرية,Kafr Abdou St.,74,18.1,22.7,نعم,جاف
2022-04-02,16:58,Cairo,Zeitoun,حضرية,Al Azhar St.,76,46.559999999999995,18.7,نعم,تحت الصيانة
2023-08-30,02:15,Cairo,Downtown,حضرية,Al Fangari Bridge,30,17.8,22.6,لا,تحت الصيانة
2022-08-29,07:30,Giza,Faisal,حضرية,Alexandria Desert Road,77,25.1,23.9,نعم,جاف
2025-07-28,13:10,Cairo,Nasr City,حضرية,Salah Salem St.,68,16.4,17.5,لا,جاف
2023-01-16,16:29,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,57,33.7,20.9,نعم,جاف
2025-05-26,16:30,Cairo,Nasr City,حضرية,Al Fangari Bridge,74,33.5,28.0,نعم,تحت الصيانة
2023-12-26,21:47,Alexandria,Sidi Gaber,حضرية,Desert Road,45,16.4,21.7,لا,جاف
2024-05-07,12:12,Giza,Imbaba,حضرية,El-Lebbini St.,30,19.9,29.7,نعم,جاف
2025-02-04,14:12,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,54,17.7,20.6,لا,جاف
2022-01-05,02:49,Giza,Imbaba,حضرية,Faisal Road,33,16.6,20.9,لا,مبلل
2023-03-14,05:02,Alexandria,Stanley,حضرية,Gamal Abdel Nasser St.,37,15.7,28.0,لا,مبلل
2023-11-14,03:34,Giza,Agouza,حضرية,Saqqara Road,39,17.1,21.1,لا,جاف
2022-03-31,19:46,Cairo,Zeitoun,حضرية,6th October Bridge,58,36.8,26.2,نعم,جاف
2024-05-11,09:41,Giza,Imbaba,حضرية,El Bahr El Aazam St.,41,26.0,22.4,نعم,تحت الصيانة
2024-11-26,01:09,Qalyubia,Toukh,ريفية,Agricultural Road,31,13.4,44.9,لا,تحت الصيانة
2024-10-31,18:30,Assiut,Manfalout,ريفية,Assiut Airport Road,14,20.3,35.7,نعم,تحت الصيانة
2025-07-27,23:31,Cairo,Zeitoun,حضرية,Nasr Road,46,18.3,24.6,لا,جاف
2025-04-20,20:17,Giza,Sheikh Zayed City,حضرية,El-Lebbini St.,66,17.4,27.3,لا,تحت الصيانة
2023-04-15,15:20,Giza,Agouza,حضرية,Saqqara Road,60,41.4,28.3,نعم,مبلل
2025-04-05,12:07,Giza,Haram,حضرية,Saqqara Road,71,18.9,16.4,نعم,مبلل
2023-02-20,08:20,Alexandria,Glim,حضرية,Sidi Gaber Road,23,28.3,28.5,نعم,جاف
2023-05-12,06:58,Giza,6th October City,حضرية,El Bahr El Aazam St.,63,17.8,26.6,لا,جاف
2023-07-10,10:07,Cairo,Shubra,حضرية,Al Fangari Bridge,36,15.2,21.6,لا,تحت الصيانة
2022-12-05,08:27,Cairo,Zeitoun,حضرية,Ramses St.,50,27.0,17.7,نعم,مبلل
2024-12-28,12:51,Giza,Faisal,حضرية,El-Lebbini St.,55,16.6,26.1,نعم,جاف
2023-12-09,17:36,Cairo,Heliopolis,حضرية,Ring Road,69,32.4,19.1,نعم,جاف
2025-09-13,20:18,Cairo,Shubra,حضرية,Suez Road,51,19.6,29.2,لا,جاف
2024-11-21,15:12,Giza,Dokki,حضرية,Giza Square,48,37.5,20.8,نعم,مبلل
2023-03-05,15:29,Cairo,Maadi,حضرية,15th of May Bridge,22,35.9,18.4,نعم,جاف
2022-07-19,07:18,Alexandria,Miami,حضرية,Corniche Road,15,26.4,22.6,نعم,جاف
2023-12-12,07:41,Cairo,Nasr City,حضرية,Al Mehwar Al Markazy,70,24.2,22.7,نعم,جاف
2023-05-01,19:57,Qalyubia,Khanka,ريفية,Obour Access Road,36,17.8,37.7,نعم,جاف
2025-01-04,11:29,Cairo,Gesr El Suez,صناعية,Ramses St.,31,15.4,34.1,لا,جاف
2022-07-24,07:08,Giza,Faisal,حضرية,26th of July Corridor,24,22.4,20.7,نعم,مبلل
2023-04-20,17:39,Alexandria,Stanley,حضرية,Abu Qir Road,66,46.92,24.6,نعم,تحت الصيانة
2022-03-27,13:32,Giza,Dokki,حضرية,Pyramids Road,53,18.6,25.5,لا,جاف
2024-06-09,12:07,Cairo,Shubra,حضرية,Nasr Road,34,15.3,24.3,نعم,جاف
2025-05-05,08:57,Cairo,Nasr City,حضرية,6th October Bridge,64,26.5,27.4,نعم,جاف
2023-02-24,12:34,Giza,Haram,حضرية,El Bahr El Aazam St.,71,19.4,26.3,نعم,مبلل
2025-08-30,16:39,Cairo,Maadi,حضرية,Suez Road,55,33.8,24.2,نعم,جاف
2025-03-12,08:36,Giza,Sheikh Zayed City,حضرية,26th of July Corridor,60,31.2,29.8,نعم,مبلل
2023-06-03,11:36,Cairo,Zeitoun,حضرية,Ring Road,18,15.9,16.3,لا,مبلل
2023-05-30,18:07,Alexandria,Stanley,حضرية,Corniche Road,42,37.3,26.9,نعم,جاف
2023-01-18,21:04,Cairo,Zamalek,حضرية,15th of May Bridge,66,18.8,23.7,لا,تحت الصيانة
2024-08-27,07:45,Alexandria,Sidi Gaber,حضرية,Desert Road,57,23.4,27.0,نعم,جاف
2024-12-18,19:58,Cairo,Zamalek,حضرية,Suez Road,15,31.1,26.0,نعم,تحت الصيانة
2023-03-31,12:23,Giza,Agouza,حضرية,Pyramids Road,67,20.04,27.3,نعم,جاف
2022-03-27,12:02,Minya,Samalut,ريفية,Mallawi Main St.,29,12.3,40.9,نعم,جاف
2025-06-13,07:10,Giza,Sheikh Zayed City,حضرية,El Bahr El Aazam St.,61,24.2,17.5,نعم,مبلل
2024-05-20,19:49,Giza,Sheikh Zayed City,حضرية,Faisal Road,62,31.5,19.0,نعم,جاف
2023-11-13,20:53,Giza,Sheikh Zayed City,حضرية,26th of July Corridor,36,17.3,21.9,لا,مبلل
2023-11-25,16:54,Cairo,Zeitoun,حضرية,Autostrad Road,72,28.4,18.0,نعم,جاف
2023-10-24,16:26,Giza,Haram,حضرية,El Mansoureya Road,65,37.7,21.4,نعم,جاف
2024-05-29,16:18,Qalyubia,Banha,حضرية,Cairo-Ismailia Road,74,32.1,17.2,نعم,جاف
2024-04-23,12:45,Cairo,Zamalek,حضرية,Corniche El Nil,43,17.2,19.7,نعم,جاف
2025-04-02,00:30,Giza,Dokki,حضرية,Giza Square,80,19.9,29.3,لا,مبلل
2024-09-16,09:37,Alexandria,Montazah,حضرية,Kafr Abdou St.,57,22.8,25.1,نعم,جاف
2022-01-23,05:52,Alexandria,Sidi Gaber,حضرية,Kafr Abdou St.,20,18.1,17.0,لا,جاف
2022-03-17,08:13,Beheira,Kafr El Dawar,صناعية,Kafr El Dawar Industrial St.,33,20.8,32.8,نعم,مبلل
2023-10-17,09:52,Cairo,Zeitoun,حضرية,Al Fangari Bridge,62,24.6,29.4,نعم,جاف
2023-11-17,12:52,Cairo,Downtown,حضرية,Ring Road,61,19.3,24.8,نعم,جاف
2025-03-21,08:07,Giza,6th October City,حضرية,El Bahr El Aazam St.,62,32.279999999999994,25.7,نعم,جاف
2024-07-23,17:48,Giza,Agouza,حضرية,Ring Road (Giza Section),46,39.0,18.7,نعم,جاف
2025-03-16,08:17,Alexandria,Sidi Gaber,حضرية,Abu Qir Road,58,26.88,16.3,نعم,جاف
2023-04-24,02:40,Cairo,Gesr El Suez,صناعية,Al Azhar St.,49,15.0,32.6,لا,جاف
2024-10-27,09:49,Cairo,Heliopolis,حضرية,Autostrad Road,27,22.8,27.1,نعم,جاف
2023-11-17,18:24,Cairo,Shubra,حضرية,Al Azhar St.,73,31.6,27.5,نعم,جاف
2022-12-20,08:16,Qalyubia,Banha,حضرية,Agricultural Road,47,25.6,28.4,نعم,جاف
2023-04-09,07:58,Giza,Agouza,حضرية,Giza Square,60,32.16,20.9,نعم,تحت الصيانة
2023-03-16,17:56,Cairo,Zamalek,حضرية,Ramses St.,30,34.6,17.9,نعم,جاف
2022-02-22,11:22,Cairo,Zamalek,حضرية,Al Fangari Bridge,67,18.1,29.5,لا,جاف
2025-06-15,18:53,Giza,Dokki,حضرية,Giza Square,23,28.5,29.7,نعم,جاف
2024-05-20,10:26,Alexandria,Roushdy,حضرية,El-Horreya Ave,61,17.5,22.6,لا,جاف
2022-08-22,15:35,Qalyubia,Banha,حضرية,Shubra-Banha Road,61,38.5,15.4,نعم,جاف
2022-06-26,17:45,Cairo,Maadi,حضرية,Ramses St.,76,34.3,26.5,نعم,مبلل
2022-05-16,09:23,Alexandria,Smouha,حضرية,Gamal Abdel Nasser St.,76,24.6,16.6,نعم,جاف
2022-07-09,17:54,Cairo,Zamalek,حضرية,Corniche El Nil,55,37.3,20.2,نعم,جاف
2025-03-27,22:49,Beheira,Damanhour,حضرية,Abu Hummus St.,75,19.679999999999996,20.4,لا,جاف
2023-02-10,17:54,Cairo,Nasr City,حضرية,Al Azhar St.,76,38.9,20.7,نعم,مبلل
2023-07-06,09:20,Cairo,Zeitoun,حضرية,Al Mehwar Al Markazy,71,25.3,16.9,نعم,جاف
2023-08-24,05:01,Cairo,Downtown,حضرية,Al Mehwar Al Markazy,39,19.7,19.1,لا,جاف
2022-05-23,20:47,Cairo,Downtown,حضرية,Suez Road,38,16.6,28.2,لا,جاف
