نوع الحادث,زمن الحادث,تاريخ الحادث,محافظة الحادث,مدينة الحادث,زمن الانقاذ و حل المشكله
دهس مشاة,23:22,2023-10-07,Sohag,Tahta,189 دقيقة
حريق في السيارة,05:36,2022-03-29,Aswan,Kom Ombo,137 دقيقة
حادث دراجة نارية,08:28,2022-11-18,Beheira,Edku,171 دقيقة
حريق في السيارة,21:18,2024-03-05,Sharqia,Minya Al Qamh,128 دقيقة
سقوط من ارتفاع,21:24,2023-03-12,Qalyubia,Shibin El Qanater,190 دقيقة
تصادم مع حيوان,18:43,2022-04-01,Qalyubia,Toukh,202 دقيقة
حادث دراجة نارية,18:53,2022-12-09,Qalyubia,Shibin El Qanater,23 دقيقة
ازدحام مروري,02:35,2023-02-27,Alexandria,Montazah,227 دقيقة
حادث دراجة نارية,04:48,2023-12-09,Dakahlia,Mit Ghamr,141 دقيقة
عطل فني,07:05,2024-08-30,Luxor,Esna,195 دقيقة
عطل فني,09:29,2024-01-23,Alexandria,Sidi Gaber,126 دقيقة
دهس مشاة,22:58,2023-09-14,Minya,Deir Mawas,79 دقيقة
تصادم سيارات,16:28,2024-04-08,Minya,Beni Mazar,222 دقيقة
حادث دراجة نارية,09:52,2024-05-17,Luxor,Luxor First,169 دقيقة
عطل فني,17:17,2023-10-06,Qalyubia,Banha,177 دقيقة
تصادم سيارات,13:25,2024-07-26,Dakahlia,Mit Ghamr,165 دقيقة
تصادم مع حيوان,09:47,2024-07-09,Dakahlia,Mit Ghamr,178 دقيقة
تصادم مع حيوان,12:34,2024-01-25,Monufia,Berket El Sabaa,205 دقيقة
تصادم مع حيوان,17:03,2024-05-30,Beheira,Kafr El Dawar,169 دقيقة
غرق مركبة,12:14,2024-12-07,Luxor,Luxor First,99 دقيقة
حادث دراجة نارية,08:05,2022-11-22,Qalyubia,Khanka,74 دقيقة
حادث دراجة نارية,21:56,2023-05-15,Assiut,Assiut First,107 دقيقة
تصادم سيارات,01:14,2023-10-27,Port Said,Arab,216 دقيقة
سقوط من ارتفاع,07:52,2022-03-31,Monufia,Shebin El Kom,23 دقيقة
عطل فني,19:53,2022-01-11,Giza,Imbaba,61 دقيقة
حادث دراجة نارية,17:11,2023-05-06,Monufia,Berket El Sabaa,98 دقيقة
حادث دراجة نارية,11:51,2022-03-22,Sharqia,Abu Kabir,119 دقيقة
سقوط من ارتفاع,08:13,2022-06-21,Alexandria,Glim,161 دقيقة
دهس مشاة,16:43,2023-08-26,Qalyubia,Qalyub,141 دقيقة
دهس مشاة,17:12,2024-09-05,Cairo,Zeitoun,97 دقيقة
تصادم مع حيوان,08:12,2022-04-20,Monufia,Menouf,188 دقيقة
انقلاب مركبة,09:41,2023-03-07,Beheira,Edku,127 دقيقة
حريق في السيارة,09:49,2022-09-17,Sohag,Akhmim,62 دقيقة
حادث دراجة نارية,02:17,2024-10-03,Minya,Deir Mawas,157 دقيقة
تصادم سيارات,07:35,2022-05-15,Assiut,Manfalout,85 دقيقة
سقوط من ارتفاع,18:35,2022-03-25,Luxor,Luxor First,127 دقيقة
ازدحام مروري,19:33,2022-05-23,Aswan,Aswan First,152 دقيقة
عطل فني,22:21,2022-07-29,Luxor,Qurna,87 دقيقة
تصادم مع حيوان,00:50,2022-09-26,Beheira,Abu Hummus,84 دقيقة
عطل فني,19:26,2024-04-02,Aswan,Aswan First,231 دقيقة
عطل فني,08:42,2024-11-15,Port Said,Arab,217 دقيقة
حادث دراجة نارية,07:19,2024-08-03,Sharqia,Abu Kabir,20 دقيقة
عطل فني,09:19,2023-03-20,Qalyubia,Banha,145 دقيقة
ازدحام مروري,09:23,2023-06-27,Sharqia,Minya Al Qamh,103 دقيقة
ازدحام مروري,17:40,2023-01-28,Port Said,Manakh,216 دقيقة
تصادم مع حيوان,18:54,2024-01-10,Sohag,Girga,104 دقيقة
دهس مشاة,17:21,2022-10-01,Assiut,Abnoub,222 دقيقة
دهس مشاة,16:13,2023-06-11,Qalyubia,Khanka,102 دقيقة
عطل فني,01:26,2022-03-22,Dakahlia,Mansoura,71 دقيقة
سقوط من ارتفاع,18:07,2024-06-20,Cairo,Zeitoun,10 دقيقة
تصادم مع حيوان,08:23,2022-02-11,Aswan,Aswan First,202 دقيقة
تصادم سيارات,07:05,2023-01-17,Beheira,Damanhour,40 دقيقة
حريق في السيارة,08:23,2023-03-25,Aswan,Nasr Nubia,112 دقيقة
تصادم سيارات,09:28,2022-10-05,Alexandria,Montazah,55 دقيقة
حريق في السيارة,17:00,2024-06-06,Beheira,Edku,66 دقيقة
دهس مشاة,08:59,2024-04-01,Sharqia,Abu Kabir,119 دقيقة
عطل فني,19:21,2022-10-28,Qalyubia,Toukh,16 دقيقة
تصادم مع حيوان,23:43,2023-04-08,Sharqia,Abu Kabir,226 دقيقة
دهس مشاة,00:51,2024-11-08,Qalyubia,Khanka,216 دقيقة
سقوط من ارتفاع,16:07,2024-07-18,Aswan,Nasr Nubia,78 دقيقة
عطل فني,09:33,2022-01-22,Ismailia,Arbaeen,11 دقيقة
حادث دراجة نارية,17:02,2024-02-24,Cairo,Nasr City,103 دقيقة
حريق في السيارة,08:16,2022-01-26,Ismailia,Qantara Sharq,54 دقيقة
تصادم سيارات,07:17,2023-06-12,Luxor,Qurna,107 دقيقة
تصادم مع حيوان,09:28,2022-08-07,Minya,Beni Mazar,75 دقيقة
سقوط من ارتفاع,05:41,2023-02-15,Sharqia,Bilbeis,37 دقيقة
ازدحام مروري,14:16,2023-10-20,Dakahlia,Mansoura,193 دقيقة
حادث دراجة نارية,18:14,2022-12-04,Alexandria,Miami,142 دقيقة
عطل فني,19:06,2022-02-26,Qalyubia,Khanka,35 دقيقة
انقلاب مركبة,22:43,2022-10-28,Cairo,Shubra,129 دقيقة
حادث دراجة نارية,18:59,2024-04-24,Alexandria,Sidi Gaber,210 دقيقة
تصادم سيارات,14:41,2024-07-10,Assiut,Qusiya,85 دقيقة
سقوط من ارتفاع,17:19,2023-12-06,Ismailia,Sheikh Zayed,102 دقيقة
تصادم مع حيوان,16:46,2022-01-03,Sharqia,Faqus,52 دقيقة
دهس مشاة,09:41,2024-03-06,Minya,Beni Mazar,40 دقيقة
انقلاب مركبة,04:10,2023-04-14,Sohag,Maragha,161 دقيقة
انقلاب مركبة,19:20,2022-01-11,Aswan,Edfu,20 دقيقة
حادث دراجة نارية,09:12,2023-09-01,Alexandria,Miami,230 دقيقة
سقوط من ارتفاع,17:17,2023-07-27,Monufia,Shebin El Kom,235 دقيقة
انقلاب مركبة,08:18,2023-10-06,Sharqia,Minya Al Qamh,32 دقيقة
تصادم مع حيوان,14:47,2023-03-18,Sohag,Girga,215 دقيقة
تصادم سيارات,08:40,2023-07-18,Port Said,Sharq,173 دقيقة
حريق في السيارة,16:31,2023-08-19,Aswan,Aswan First,161 دقيقة
تصادم سيارات,15:28,2024-09-02,Beheira,Kafr El Dawar,33 دقيقة
ازدحام مروري,01:58,2023-01-18,Cairo,Maadi,92 دقيقة
عطل فني,19:20,2024-12-03,Beheira,Rashid,153 دقيقة
ازدحام مروري,08:51,2023-07-08,Dakahlia,Talkha,182 دقيقة
حريق في السيارة,08:24,2022-10-28,Minya,Samalut,165 دقيقة
غرق مركبة,09:27,2022-01-07,Port Said,Sharq,230 دقيقة
انقلاب مركبة,16:58,2023-07-31,Minya,Samalut,216 دقيقة
تصادم مع حيوان,09:46,2023-03-06,Aswan,Nasr Nubia,234 دقيقة
انقلاب مركبة,16:43,2022-12-07,Ismailia,Arbaeen,104 دقيقة
انقلاب مركبة,09:02,2023-06-13,Sohag,Tahta,142 دقيقة
سقوط من ارتفاع,08:04,2024-01-10,Aswan,Kom Ombo,224 دقيقة
غرق مركبة,07:54,2024-05-18,Aswan,Nasr Nubia,127 دقيقة
حادث دراجة نارية,19:40,2022-11-07,Luxor,Esna,201 دقيقة
ازدحام مروري,19:42,2022-11-17,Port Said,Manakh,199 دقيقة
ازدحام مروري,09:14,2022-10-22,Qalyubia,Shibin El Qanater,79 دقيقة
دهس مشاة,08:45,2023-09-14,Sohag,Girga,42 دقيقة
تصادم مع حيوان,15:28,2023-10-01,Monufia,Shebin El Kom,33 دقيقة
عطل فني,16:28,2024-07-02,Ismailia,First District,199 دقيقة
غرق مركبة,12:06,2024-03-10,Qalyubia,Khanka,237 دقيقة
غرق مركبة,02:01,2024-08-22,Ismailia,Arbaeen,27 دقيقة
انقلاب مركبة,17:28,2022-06-12,Luxor,Esna,152 دقيقة
ازدحام مروري,09:06,2023-11-11,Ismailia,Arbaeen,63 دقيقة
ازدحام مروري,10:02,2024-07-08,Port Said,Manakh,201 دقيقة
غرق مركبة,08:04,2022-11-09,Beheira,Edku,235 دقيقة
سقوط من ارتفاع,17:13,2022-05-16,Sohag,Akhmim,190 دقيقة
ازدحام مروري,17:38,2024-10-17,Cairo,Heliopolis,213 دقيقة
انقلاب مركبة,19:44,2024-03-18,Monufia,Bagour,125 دقيقة
غرق مركبة,17:03,2023-09-20,Giza,Faisal,44 دقيقة
تصادم سيارات,23:47,2023-01-29,Luxor,Luxor First,187 دقيقة
ازدحام مروري,07:51,2023-09-14,Port Said,Arab,13 دقيقة
حريق في السيارة,03:48,2024-10-16,Monufia,Bagour,216 دقيقة
سقوط من ارتفاع,17:25,2023-05-30,Ismailia,First District,161 دقيقة
سقوط من ارتفاع,21:09,2022-01-01,Minya,Beni Mazar,146 دقيقة
حادث دراجة نارية,17:11,2022-07-28,Port Said,Sharq,93 دقيقة
انقلاب مركبة,18:50,2024-12-06,Ismailia,Sheikh Zayed,53 دقيقة
سقوط من ارتفاع,09:36,2024-04-23,Beheira,Rashid,78 دقيقة
دهس مشاة,08:41,2023-09-18,Luxor,Armant,198 دقيقة
انقلاب مركبة,19:46,2022-06-19,Minya,Mallawi,19 دقيقة
حادث دراجة نارية,08:50,2022-03-08,Luxor,Luxor First,225 دقيقة
سقوط من ارتفاع,08:05,2022-12-29,Sohag,Sohag First,80 دقيقة
حريق في السيارة,15:27,2024-08-14,Sohag,Akhmim,112 دقيقة
انقلاب مركبة,23:44,2024-09-17,Alexandria,Sidi Gaber,200 دقيقة
تصادم مع حيوان,16:44,2023-10-16,Monufia,Quesna,164 دقيقة
عطل فني,07:01,2024-05-16,Sohag,Maragha,164 دقيقة
غرق مركبة,18:16,2022-03-18,Luxor,Qurna,70 دقيقة
تصادم مع حيوان,13:53,2024-01-25,Monufia,Bagour,127 دقيقة
سقوط من ارتفاع,17:32,2023-03-07,Monufia,Bagour,115 دقيقة
انقلاب مركبة,19:28,2022-05-30,Ismailia,Arbaeen,170 دقيقة
حادث دراجة نارية,16:54,2022-01-24,Monufia,Quesna,58 دقيقة
تصادم سيارات,07:45,2024-04-16,Assiut,Assiut First,157 دقيقة
ازدحام مروري,16:28,2023-02-14,Alexandria,Glim,67 دقيقة
تصادم مع حيوان,18:37,2023-11-29,Monufia,Shebin El Kom,210 دقيقة
ازدحام مروري,09:41,2022-08-13,Qalyubia,Banha,128 دقيقة
حادث دراجة نارية,09:49,2022-08-21,Sharqia,Kafr Saqr,91 دقيقة
عطل فني,08:45,2023-04-19,Alexandria,Sidi Gaber,26 دقيقة
دهس مشاة,14:26,2023-09-18,Cairo,Shubra,123 دقيقة
تصادم سيارات,18:23,2024-04-21,Sohag,Akhmim,19 دقيقة
تصادم سيارات,16:26,2024-03-06,Giza,Dokki,118 دقيقة
تصادم سيارات,17:22,2024-07-16,Cairo,Nasr City,180 دقيقة
سقوط من ارتفاع,07:40,2023-01-09,Minya,Maghaghah,168 دقيقة
ازدحام مروري,09:26,2022-06-23,Luxor,Esna,230 دقيقة
سقوط من ارتفاع,08:23,2023-06-12,Dakahlia,Mit Ghamr,13 دقيقة
حادث دراجة نارية,11:22,2024-09-25,Sharqia,Zagazig,146 دقيقة
حريق في السيارة,22:34,2022-11-10,Minya,Samalut,102 دقيقة
حريق في السيارة,08:19,2024-06-24,Monufia,Shebin El Kom,195 دقيقة
عطل فني,19:25,2023-01-20,Port Said,Arab,127 دقيقة
سقوط من ارتفاع,11:25,2023-01-30,Monufia,Shebin El Kom,165 دقيقة
تصادم سيارات,18:40,2023-11-28,Assiut,Dayrout,228 دقيقة
عطل فني,18:47,2022-01-15,Ismailia,Arbaeen,197 دقيقة
دهس مشاة,12:02,2024-02-01,Monufia,Menouf,46 دقيقة
سقوط من ارتفاع,16:22,2024-05-22,Giza,Agouza,20 دقيقة
تصادم سيارات,04:11,2022-03-31,Qalyubia,Banha,61 دقيقة
حادث دراجة نارية,07:55,2024-06-12,Monufia,Shebin El Kom,157 دقيقة
غرق مركبة,16:08,2024-11-06,Alexandria,Smouha,209 دقيقة
حريق في السيارة,17:29,2022-07-04,Alexandria,Smouha,129 دقيقة
تصادم مع حيوان,16:45,2022-03-31,Aswan,Aswan First,108 دقيقة
عطل فني,18:41,2024-02-02,Alexandria,Miami,28 دقيقة
سقوط من ارتفاع,23:20,2023-03-22,Monufia,Bagour,54 دقيقة
ازدحام مروري,09:24,2022-10-27,Sharqia,Bilbeis,189 دقيقة
تصادم سيارات,19:28,2024-09-06,Monufia,Quesna,63 دقيقة
حادث دراجة نارية,08:54,2022-03-01,Minya,Deir Mawas,76 دقيقة
عطل فني,19:44,2023-11-09,Luxor,Esna,179 دقيقة
تصادم سيارات,01:12,2022-05-05,Sohag,Maragha,81 دقيقة
عطل فني,09:11,2022-05-28,Minya,Beni Mazar,13 دقيقة
سقوط من ارتفاع,19:23,2023-12-15,Luxor,Luxor First,207 دقيقة
غرق مركبة,16:52,2022-01-05,Cairo,Heliopolis,178 دقيقة
عطل فني,18:49,2022-08-09,Aswan,Edfu,94 دقيقة
حريق في السيارة,12:05,2022-09-13,Giza,Agouza,85 دقيقة
تصادم مع حيوان,09:49,2023-05-20,Dakahlia,Dikirnis,92 دقيقة
حادث دراجة نارية,17:36,2022-09-29,Aswan,Nasr Nubia,106 دقيقة
غرق مركبة,16:38,2022-07-10,Ismailia,Arbaeen,228 دقيقة
ازدحام مروري,20:00,2022-09-29,Ismailia,Sheikh Zayed,97 دقيقة
دهس مشاة,08:53,2023-05-12,Alexandria,Smouha,218 دقيقة
تصادم مع حيوان,08:25,2022-06-22,Port Said,Arab,223 دقيقة
تصادم سيارات,17:07,2022-05-16,Aswan,Edfu,217 دقيقة
حادث دراجة نارية,21:45,2024-12-24,Assiut,Dayrout,51 دقيقة
انقلاب مركبة,18:16,2022-01-11,Assiut,Assiut First,59 دقيقة
دهس مشاة,09:49,2022-08-07,Ismailia,Sheikh Zayed,219 دقيقة
عطل فني,09:05,2024-05-08,Monufia,Berket El Sabaa,51 دقيقة
عطل فني,07:54,2024-06-14,Assiut,Qusiya,146 دقيقة
دهس مشاة,03:51,2023-03-28,Qalyubia,Banha,195 دقيقة
تصادم سيارات,11:11,2024-09-01,Aswan,Kom Ombo,182 دقيقة
ازدحام مروري,22:12,2022-04-14,Cairo,Heliopolis,104 دقيقة
دهس مشاة,01:56,2023-09-06,Minya,Beni Mazar,83 دقيقة
انقلاب مركبة,16:53,2022-09-16,Qalyubia,Banha,40 دقيقة
عطل فني,19:01,2023-10-07,Ismailia,Sheikh Zayed,121 دقيقة
تصادم مع حيوان,08:26,2022-05-26,Sohag,Akhmim,239 دقيقة
تصادم مع حيوان,07:09,2023-01-12,Port Said,Sharq,167 دقيقة
سقوط من ارتفاع,22:28,2022-03-15,Aswan,Edfu,39 دقيقة
غرق مركبة,09:44,2023-10-15,Qalyubia,Banha,183 دقيقة
دهس مشاة,16:44,2022-01-13,Alexandria,Sidi Gaber,35 دقيقة
ازدحام مروري,15:57,2023-06-01,Assiut,Assiut First,158 دقيقة
حادث دراجة نارية,18:04,2024-06-23,Cairo,Gesr El Suez,240 دقيقة
دهس مشاة,07:34,2022-08-23,Minya,Samalut,130 دقيقة
تصادم مع حيوان,16:37,2023-08-31,Luxor,Esna,22 دقيقة
حادث دراجة نارية,22:30,2023-03-15,Dakahlia,Mansoura,188 دقيقة
سقوط من ارتفاع,06:37,2024-09-28,Monufia,Bagour,224 دقيقة
انقلاب مركبة,09:36,2022-04-03,Port Said,Dawahi,214 دقيقة
حادث دراجة نارية,12:25,2023-11-17,Monufia,Shebin El Kom,218 دقيقة
عطل فني,11:07,2023-07-07,Sohag,Maragha,222 دقيقة
تصادم سيارات,17:13,2024-04-03,Dakahlia,Mansoura,45 دقيقة
حريق في السيارة,17:49,2024-02-05,Minya,Beni Mazar,10 دقيقة
ازدحام مروري,08:15,2023-01-21,Dakahlia,Mansoura,133 دقيقة
انقلاب مركبة,19:52,2024-07-10,Aswan,Kom Ombo,122 دقيقة
ازدحام مروري,09:23,2023-06-07,Sharqia,Bilbeis,132 دقيقة
انقلاب مركبة,19:56,2024-06-09,Luxor,Luxor First,29 دقيقة
انقلاب مركبة,18:34,2022-11-10,Monufia,Shebin El Kom,156 دقيقة
حريق في السيارة,19:07,2022-04-01,Cairo,Nasr City,41 دقيقة
حريق في السيارة,16:57,2022-05-11,Port Said,Arab,97 دقيقة
ازدحام مروري,23:38,2024-02-25,Monufia,Menouf,28 دقيقة
دهس مشاة,18:55,2023-11-18,Cairo,Gesr El Suez,51 دقيقة
سقوط من ارتفاع,08:21,2023-04-07,Port Said,Sharq,16 دقيقة
حريق في السيارة,23:39,2023-06-13,Minya,Deir Mawas,30 دقيقة
عطل فني,09:12,2022-10-26,Qalyubia,Qalyub,135 دقيقة
عطل فني,08:20,2023-06-12,Port Said,Dawahi,28 دقيقة
غرق مركبة,09:24,2024-01-24,Sharqia,Minya Al Qamh,198 دقيقة
تصادم مع حيوان,16:27,2023-11-23,Ismailia,Sheikh Zayed,212 دقيقة
ازدحام مروري,10:23,2024-05-11,Aswan,Nasr Nubia,159 دقيقة
دهس مشاة,11:51,2022-04-08,Giza,Imbaba,169 دقيقة
انقلاب مركبة,07:31,2024-02-20,Alexandria,Sidi Gaber,49 دقيقة
غرق مركبة,19:54,2024-09-08,Minya,Deir Mawas,42 دقيقة
عطل فني,17:56,2024-05-18,Qalyubia,Khanka,107 دقيقة
سقوط من ارتفاع,13:18,2024-07-10,Luxor,Luxor First,189 دقيقة
ازدحام مروري,18:54,2023-05-28,Luxor,Armant,110 دقيقة
انقلاب مركبة,07:58,2022-05-26,Giza,Imbaba,108 دقيقة
دهس مشاة,18:29,2022-08-06,Dakahlia,Bilqas,223 دقيقة
سقوط من ارتفاع,18:42,2024-01-25,Dakahlia,Talkha,141 دقيقة
انقلاب مركبة,08:28,2023-07-19,Dakahlia,Bilqas,221 دقيقة
عطل فني,18:28,2024-01-06,Sharqia,Faqus,45 دقيقة
ازدحام مروري,02:04,2022-09-23,Ismailia,Qantara Sharq,111 دقيقة
تصادم مع حيوان,22:42,2024-01-04,Qalyubia,Toukh,236 دقيقة
ازدحام مروري,04:40,2024-10-28,Ismailia,Arbaeen,31 دقيقة
غرق مركبة,07:34,2024-12-10,Giza,Agouza,63 دقيقة
حادث دراجة نارية,11:25,2024-02-03,Assiut,Dayrout,163 دقيقة
دهس مشاة,15:31,2022-11-02,Minya,Maghaghah,50 دقيقة
عطل فني,08:16,2024-12-24,Cairo,Maadi,218 دقيقة
تصادم سيارات,08:39,2022-04-17,Dakahlia,Bilqas,53 دقيقة
انقلاب مركبة,06:00,2023-06-07,Sohag,Sohag First,51 دقيقة
تصادم مع حيوان,01:25,2023-02-15,Ismailia,Qantara Sharq,49 دقيقة
حادث دراجة نارية,15:28,2022-08-21,Monufia,Bagour,141 دقيقة
سقوط من ارتفاع,16:25,2024-06-08,Monufia,Quesna,114 دقيقة
حادث دراجة نارية,07:27,2023-03-23,Port Said,Sharq,189 دقيقة
سقوط من ارتفاع,08:12,2023-11-18,Monufia,Menouf,41 دقيقة
ازدحام مروري,07:29,2023-04-29,Qalyubia,Khanka,50 دقيقة
دهس مشاة,00:58,2024-12-10,Monufia,Bagour,63 دقيقة
حريق في السيارة,19:18,2022-10-08,Sohag,Tahta,26 دقيقة
انقلاب مركبة,01:27,2023-10-07,Beheira,Damanhour,190 دقيقة
عطل فني,12:18,2022-05-23,Alexandria,Sidi Gaber,69 دقيقة
غرق مركبة,17:17,2024-12-15,Assiut,Qusiya,236 دقيقة
سقوط من ارتفاع,18:13,2022-08-20,Monufia,Quesna,84 دقيقة
تصادم مع حيوان,20:11,2024-02-20,Beheira,Edku,96 دقيقة
سقوط من ارتفاع,09:56,2023-07-25,Ismailia,First District,204 دقيقة
دهس مشاة,00:31,2022-04-20,Giza,Agouza,59 دقيقة
حريق في السيارة,19:53,2023-11-23,Sharqia,Bilbeis,129 دقيقة
تصادم سيارات,09:57,2022-05-07,Alexandria,Smouha,168 دقيقة
حريق في السيارة,18:56,2024-01-26,Qalyubia,Khanka,77 دقيقة
تصادم سيارات,16:20,2022-08-20,Qalyubia,Qalyub,52 دقيقة
انقلاب مركبة,18:41,2023-09-22,Monufia,Menouf,47 دقيقة
حادث دراجة نارية,17:49,2022-07-02,Port Said,Dawahi,218 دقيقة
عطل فني,18:58,2022-10-03,Giza,Faisal,103 دقيقة
تصادم مع حيوان,16:29,2024-03-08,Aswan,Nasr Nubia,210 دقيقة
عطل فني,16:48,2023-09-25,Assiut,Dayrout,168 دقيقة
تصادم سيارات,07:12,2022-05-09,Minya,Maghaghah,216 دقيقة
سقوط من ارتفاع,18:54,2023-09-27,Cairo,Maadi,65 دقيقة
انقلاب مركبة,17:50,2022-12-17,Qalyubia,Toukh,143 دقيقة
سقوط من ارتفاع,16:29,2023-07-13,Cairo,Shubra,208 دقيقة
دهس مشاة,08:16,2022-01-13,Alexandria,Montazah,234 دقيقة
دهس مشاة,17:46,2024-08-26,Assiut,Assiut First,203 دقيقة
حريق في السيارة,17:50,2024-03-17,Monufia,Shebin El Kom,135 دقيقة
